NCBI_virus_name|Virus.GENBANK.accession|NCBI_host
Rodent_astrovirus_isolate_GX-006,_complete_genome_|NC_036583.1|Rattus_norvegicus
Armigeres_iflavirus_gene_for_polyprotein,_complete_cds,_strain:_10P38-310_|NC_036585.1|Armigeres
Dianke_virus_strain_SEN235030,_complete_genome_|NC_036586.1|
Babaco_mosaic_virus_isolate_Tandapi,_complete_genome_|NC_036587.1|Vasconcellea_x_heilbornii
Passerivirus_sp._strain_waxbill/DB01/HUN/2014,_complete_genome_|NC_036588.1|
Maize-associated_totivirus_3_isolate_ANETF3S2_gag-pol-like_fusion_protein,_RNA-dependent_RNA_polymerase,_and_coat_protein_genes,_complete_cds_|NC_036589.1|Zea_mays
Rosellinia_necatrix_hypovirus_1_genomic_RNA,_complete_genome,_strain:_Rn-Ca_|NC_036590.1|Rosellinia_necatrix
Tomato_apical_leaf_curl_virus_isolate_AR:Yuto:Tom420:08,_complete_genome_|NC_036591.1|Solanum_lycopersicum
Pleurochrysis_carterae_circular_virus_isolate_PcCV-1,_complete_genome_|NC_036592.1|Chrysotila_carterae
Porcine_circovirus-like_virus_P1_isolate_PZ1,_complete_sequence_|NC_036593.1|Sus_scrofa
Orpheovirus_IHUMI-LCC2_genome_assembly,_complete_genome:_monopartite_|NC_036594.1|
Aeropyrum_globular_virus_1_genomic_DNA,_complete_genome_|NC_036595.1|Aeropyrum_pernix
Fusarium_graminearum_alternavirus_1_isolate_FgAV1/AH11_segment_RNA1,_complete_sequence_|NC_036596.1|Fusarium_graminearum
Rice_hoja_blanca_tenuivirus_segment_RNA1,_complete_sequence_|NC_036597.1|Oryza_sativa
Rice_hoja_blanca_tenuivirus_segment_RNA2,_complete_sequence_|NC_036598.1|Oryza_sativa
Rice_hoja_blanca_tenuivirus_segment_RNA4,_complete_sequence_|NC_036599.1|Oryza_sativa
Rosellinia_necatrix_partitivirus_8_genomic_RNA,_segment_RNA_2,_complete_sequence,_strain:_Rn-Bb_|NC_036600.1|Rosellinia_necatrix
Fusarium_graminearum_alternavirus_1_isolate_FgAV1/AH11_segment_RNA2,_complete_sequence_|NC_036601.1|Fusarium_graminearum
Rice_hoja_blanca_tenuivirus_segment_RNA3,_complete_sequence_|NC_036602.1|Oryza_sativa
Rosellinia_necatrix_partitivirus_8_genomic_RNA,_segment_RNA_1,_complete_sequence,_strain:_Rn-Bb_|NC_036603.1|Rosellinia_necatrix
Kabuto_mountain_virus_RdRp_gene_for_RNA-dependent_RNA_polymerase,_complete_cds,_strain:_T32_|NC_036604.1|Haemaphysalis_flava
Kabuto_mountain_virus_GPs_gene_for_envelope_glycoproteins,_complete_cds,_strain:_T32_|NC_036605.1|Haemaphysalis_flava
Kabuto_mountain_virus_N,_NSs_genes_for_nucleocapsid_protein,_nonstructural_protein,_complete_cds,_strain:_T32_|NC_036606.1|Haemaphysalis_flava
Calla_lily_chlorotic_spot_virus_strain_CCSV-Cel_segment_L,_complete_sequence_|NC_036607.1|Lactuca_sativa
Calla_lily_chlorotic_spot_virus_strain_CCSV-Cel_segment_M,_complete_sequence_|NC_036608.1|Lactuca_sativa
Calla_lily_chlorotic_spot_virus_strain_CCSV-Cel_segment_S,_complete_sequence_|NC_036609.1|Lactuca_sativa
Piscine_reovirus_isolate_CGA280-05_core_turret_protein_mRNA,_complete_cds_|NC_036468.1|Salmo_salar
Piscine_reovirus_isolate_CGA280-05_core_NTPase_mRNA,_complete_cds_|NC_036469.1|Salmo_salar
Piscine_reovirus_isolate_CGA280-05_outer_shell_protein_mRNA,_complete_cds_|NC_036470.1|Salmo_salar
Piscine_reovirus_isolate_CGA280-05_non-structural_protein_mRNA,_complete_cds_|NC_036471.1|Salmo_salar
Piscine_reovirus_isolate_CGA280-05_outer_clamp_protein_and_non-structural_protein_genes,_complete_cds_|NC_036472.1|Salmo_salar
Piscine_reovirus_isolate_CGA280-05_core_clamp_protein_mRNA,_complete_cds_|NC_036473.1|Salmo_salar
Piscine_reovirus_isolate_CGA280-05_non-structural_RNA_protein_mRNA,_complete_cds_|NC_036474.1|Salmo_salar
Piscine_reovirus_isolate_CGA280-05_outer_fiber_protein_mRNA,_complete_cds_|NC_036475.1|Salmo_salar
Piscine_reovirus_isolate_CGA280-05_core_shell_protein_mRNA,_complete_cds_|NC_036476.1|Salmo_salar
Piscine_reovirus_isolate_CGA280-05_core_RNA-dependent_RNA_polymerase_mRNA,_complete_cds_|NC_036477.1|Salmo_salar
Chequa_iflavirus_isolate_A14-49.4,_complete_genome_|NC_036389.1|Cherax_quadricarinatus
Maize_Iranian_mosaic_nucleorhabdovirus,_complete_genome_|NC_036390.1|Zea_mays
Pomona_leaf-nosed_bat_associated_polyomavirus_1_complete_genome_|NC_033737.1|
Grapevine_Cabernet_Sauvignon_reovirus_isolate_CS-BR_structural_protein_P1_gene,_partial_cds_|NC_035935.1|Vitis_vinifera
Grapevine_Cabernet_Sauvignon_reovirus_isolate_CS-BR_structural_protein_P4_gene,_partial_cds_|NC_035936.1|Vitis_vinifera
Grapevine_Cabernet_Sauvignon_reovirus_isolate_CS-BR_putative_outer_capsid_protein_P6_gene,_partial_cds_|NC_035937.1|Vitis_vinifera
Grapevine_Cabernet_Sauvignon_reovirus_isolate_CS-BR_P7_protein_gene,_complete_cds_|NC_035938.1|Vitis_vinifera
Grapevine_Cabernet_Sauvignon_reovirus_isolate_CS-BR_nonstructural_protein_NSP8_gene,_partial_cds_|NC_035939.1|Vitis_vinifera
Zika_virus_isolate_ZIKV/H._sapiens/Brazil/Natal/2015,_complete_genome_|NC_035889.1|Homo_sapiens
Coot_Bay_virus_strain_EVG5-53,_complete_sequence_|NC_031957.1|Anopheles_quadrimaculatus
Rio_Chico_virus_strain_GAM_195,_complete_sequence_|NC_031958.1|Culicidae
Bosavirus_MS-2016a,_complete_genome_|NC_031959.2|Bos_taurus
Nigrospora_oryzae_fusarivirus_1_isolate_HN-19_RNA-dependent_RNA_polymerase_(RdRp)_and_hypothetical_protein_genes,_complete_cds_|NC_031960.1|Nigrospora_oryzae
Common_bean_severe_mosaic_virus_isolate_Cuba/Mayabeque_16/2014_segment_DNA-A,_complete_sequence_|NC_031961.1|Phaseolus_vulgaris
Hubei_tombus-like_virus_22_strain_QTM26784_hypothetical_protein_1,_hypothetical_protein_2,_and_hypothetical_protein_3_genes,_complete_cds_|NC_032807.1|Odonata
Hubei_picorna-like_virus_66_strain_SSZZ2530_hypothetical_protein_1,_hypothetical_protein_2,_and_hypothetical_protein_3_genes,_complete_cds_|NC_033133.1|Tetragnatha_maxillosa
Otarine_picobirnavirus_isolate_HKG-PF080915_segment_1,_complete_sequence_|NC_034160.1|Zalophus_californianus
Otarine_picobirnavirus_isolate_HKG-PF080915_segment_2,_complete_sequence_|NC_034161.1|Zalophus_californianus
Bat_mastadenovirus_WIV18,_complete_genome_|NC_035072.1|Rousettus_leschenaultii
Tobacco_leaf_curl_Cuba_virus_isolate_CU/frijol_8/2014_segment_DNA-A,_complete_sequence_|NC_035887.1|Phaseolus_vulgaris
Tobacco_leaf_curl_Cuba_virus_isolate_CU/frijol_8/2014_segment_DNA-B,_complete_sequence_|NC_035888.1|Phaseolus_vulgaris
UNVERIFIED:_Squirrelpox_virus_Berlin_2015,_complete_genome_|NC_035797.1|Sciurus_vulgaris
Tioga_picorna-like_virus_1,_complete_genome_|NC_035798.1|Salvelinus_fontinalis
Bat_circovirus_isolate_Acheng30,_complete_genome_|NC_035799.1|Vespertilio_sinensis
Falcon_picornavirus,_complete_genome_|NC_035779.1|Falco_vespertinus
Australian_Anopheles_totivirus_isolate_AATV_150840,_complete_genome_|NC_035674.1|Anopheles_hinesorum
Fathead_minnow_calicivirus_polyprotien_and_putative_minor_structural_protein_genes,_complete_cds_|NC_035675.1|Pimephales_promelas
Tomato_associated_geminivirus_1_isolate_Tomato_BR,_complete_genome_|NC_035676.1|Solanum_lycopersicum
Bastrovirus_7,_complete_genome_|NC_035758.1|Homo_sapiens
Citrus_concave_gum-associated_virus_isolate_CGW2_segment_RNA1,_complete_sequence_|NC_035759.1|Citrus_sinensis
Lasius_neglectus_virus_1_isolate_Cambridge-Lne,_complete_genome_|NC_035450.1|Lasius_neglectus
Eptesipox_virus_strain_Washington,_complete_genome_|NC_035460.1|Eptesicus_fuscus
Odocoileus_adenovirus_1,_complete_genome_|NC_035619.1|Odocoileus_hemionus_columbianus
Lychee_viroid-like_RNA_isolate_20160105,_complete_sequence_|NC_035620.1|Litchi_chinensis
Wheat_leaf_yellowing-associated_virus_isolate_JN-U3,_complete_genome_|NC_035451.1|Triticum_aestivum
Rice_virus_A_isolate_SK,_complete_genome_|NC_035452.1|Oryza_sativa
Actinidia_virus_1_isolate_K75,_complete_genome_|NC_035453.1|Actinidia_chinensis
Citrus_concave_gum-associated_virus_isolate_CGW2_segment_RNA2,_complete_sequence_|NC_035454.1|Citrus_sinensis
Solenopsis_invicta_virus_4_isolate_Gainesville-Sin,_complete_genome_|NC_035455.1|Solenopsis_invicta
Lasius_niger_virus_1_isolate_Cambridge-Lni,_complete_genome_|NC_035456.1|Lasius_niger
Myrmica_scabrinodis_virus_1_isolate_Cambridge-Msc,_complete_genome_|NC_035457.1|Myrmica_scabrinodis
Wild_melon_vein_banding_virus_isolate_Su03-07,_complete_genome_|NC_035458.1|Cucumis_melo_subsp._agrestis
Sudan_watermelon_mosaic_virus_isolate_Su94-54,_complete_genome_|NC_035459.1|Cucumis_melo_var._flexuosus
Reed_chlorotic_stripe_virus_strain_Tianshui_polyprotein_gene,_complete_cds_|NC_035461.1|Phragmites_australis
Ocimum_basilicum_RNA_virus_1_isolate_DV1_RNA-dependent_RNA_polymerase_and_movement_protein_genes,_complete_cds_|NC_035462.1|Ocimum_basilicum
Ocimum_basilicum_RNA_virus_2_isolate_MV1_RNA-dependent_RNA_polymerase_gene,_complete_cds_|NC_035463.1|Ocimum_basilicum
Metallosphaera_turreted_icosahedral_virus_strain_MTIV1,_complete_genome_|NC_035464.1|Metallosphaera_sp.
Morelia_viridis_nidovirus_strain_S14-1323_MVNV,_complete_genome_|NC_035465.1|Morelia_viridis
Lake_Sinai_virus_1_strain_SA_ORF1,_RNA-dependant_RNA_polymerase,_and_capsid_protein_genes,_complete_cds_|NC_035466.1|Apis_mellifera
Lake_Sinai_virus_2_strain_VN3_ORF1,_RNA-dependant_RNA_polymerase,_and_capsid_protein_genes,_complete_cds_|NC_035467.1|Apis_mellifera
Murmansk_poxvirus_strain_LEIV-11411,_complete_genome_|NC_035468.1|Alexandromys_oeconomus
NY_014_poxvirus_strain_2013,_complete_genome_|NC_035469.1|Homo_sapiens
Abisko_virus_isolate_Abisko-6,_complete_genome_|NC_035470.1|Epirrita_autumnata
Bastrovirus/VietNam/Bat/16715_78_non-structural_polyprotein_gene,_partial_cds;_and_structural_polyprotein_gene,_complete_cds_|NC_035471.1|Chiroptera
Jujube_mosaic-associated_virus_isolate_Z6,_complete_genome_|NC_035472.1|Ziziphus_jujuba
Emilia_sonchifolia_yellow_vein_Thailand_virus_isolate_TH4872-6_segment_DNA-A,_complete_sequence_|NC_035473.1|Emilia_sonchifolia
Human_feces_smacovirus_3_isolate_P21,_complete_genome_|NC_035474.1|Homo_sapiens
Hudisavirus_sp._isolate_P22,_complete_genome_|NC_035475.1|Homo_sapiens
Porcine_stool-associated_circular_virus/BEL/15V010_isolate_15V010,_complete_genome_|NC_035476.1|Sus_scrofa
Porcine_feces-associated_gemycircularvirus_isolate_BEL/15V010,_complete_genome_|NC_035477.1|Sus_scrofa
Sus_scrofa_papillomavirus_2_isolate_DE1018-16,_complete_genome_|NC_035478.1|Sus_scrofa
Felis_catus_papillomavirus_type_5,_complete_genome_|NC_035479.1|Felis_catus
Wild_vitis_virus_1_isolate_WVV1-NY1468,_complete_genome_|NC_035480.1|Vitis_vinifera
Tomato_leaf_curl_purple_vein_virus_isolate_BR:793:15_clone_P793,_complete_genome_|NC_035481.1|Solanum_lycopersicum
Tomato_chlorotic_spot_virus_isolate_DR_segment_M,_complete_sequence_|NC_035482.1|
Tomato_chlorotic_spot_virus_isolate_DR_segment_L,_complete_sequence_|NC_035483.1|
Tomato_chlorotic_spot_virus_isolate_DR_segment_S,_complete_sequence_|NC_035484.1|
Heterobasidion_partitivirus_7_RNA_1,_complete_sequence_|NC_035485.1|Heterobasidion_parviporum
Heterobasidion_partitivirus_7_RNA_2,_complete_sequence_|NC_035486.1|Heterobasidion_parviporum
Macroptilium_golden_yellow_mosaic_virus_isolate_DR:M45:16_segment_DNA_A,_complete_sequence_|NC_035487.1|Macroptilium
Macroptilium_golden_yellow_mosaic_virus_isolate_DR:M45:16_segment_DNA_B,_complete_sequence_|NC_035488.1|Macroptilium
Linda_virus_strain_Austria1,_complete_genome_|NC_035432.1|Sus_scrofa
Sugarcane_striate_virus_isolate_SCStV_GP_TC9-3_2013,_complete_genome_|NC_035179.1|Saccharum_officinarum
Dromedary_camel_bocaparvovirus_2_isolate_16C-F_NS1_(NS1),_NP1_(NP1),_and_VP2_(VP2)_genes,_complete_cds_|NC_035185.1|Camelus_dromedarius
Ungulate_tetraparvovirus_3_isolate_Tedej,_complete_genome_|NC_035180.1|Sus_scrofa
Giant_panda_polyomavirus_isolate_GPPyV1,_complete_genome_|NC_035181.1|Ailuropoda_melanoleuca
Pansavirus_2_strain_gppn002,_complete_genome_|NC_035182.1|
Pansavirus_1_strain_gppn001,_complete_genome_|NC_035183.1|
Big_Sioux_River_virus_strain_Kenya_P9_non-structural_polyprotein_and_structural_protein_precursor,_genes,_complete_cds_|NC_035184.1|Aphis_fabae
Dromedary_camel_bocaparvovirus_1_isolate_54C-F_NS1_(NS1),_NP1_(NP1),_VP1_(VP1),_and_VP2_(VP2)_genes,_complete_cds_|NC_035186.1|Camelus_dromedarius
Mac_Peak_virus_isolate_McPV_150840_polyprotein_gene,_complete_cds_|NC_035187.1|Anopheles_farauti
Seal_parapoxvirus_isolate_AFK76s1,_complete_genome_|NC_035188.1|
Antonospora_locustae_virus_1_ORF1/ORF2_fusion_protein_and_ORF1p_genes,_complete_cds_|NC_035189.1|Antonospora_locustae
Euonymus_yellow_vein_virus_isolate_LNsyA_RdRp_protein,_TGB_1_protein,_TGB_2_protein,_TGB_3_protein,_and_coat_protein_genes,_complete_cds_|NC_035190.1|Euonymus_maackii
Wencheng_Sm_shrew_coronavirus_isolate_Xingguo-101_ORF1ab_polyprotein,_spike_glycoprotein,_envelope_protein,_membrane_protein,_and_nucleocapsid_protein_genes,_complete_cds_|NC_035191.1|Suncus_murinus
Giant_panda_anellovirus_strain_gpan20688,_complete_genome_|NC_035192.1|
Ailuropoda_melanoleuca_papillomavirus_4_strain_gpam004,_complete_genome_|NC_035193.1|
Giant_panda_circovirus_3_strain_gpci003,_complete_genome_|NC_035194.1|
Giant_panda_circovirus_2_strain_gpci002,_complete_genome_|NC_035195.1|
Giant_panda_circovirus_4_strain_gpci004,_complete_genome_|NC_035196.1|
Giant_panda_associated_gemycircularvirus_strain_gpge004,_complete_genome_|NC_035197.1|
Aimelvirus_2_strain_gpai002,_complete_genome_|NC_035198.1|
Ailuropoda_melanoleuca_papillomavirus_2_strain_gpam002,_complete_genome_|NC_035199.1|
Giant_panda_circovirus_1_strain_gpci001,_complete_genome_|NC_035200.1|
Ailuropoda_melanoleuca_papillomavirus_1_strain_gpam001,_complete_genome_|NC_035201.1|
Grapevine_virus_K_isolate_Jo_RNA-dependent_RNA_polymerase_(ORF1),_hypothetical_protein_(ORF2),_movement_protein_(ORF3),_coat_protein_(ORF4),_and_nucleic_acid_binding_protein_(ORF5)_genes,_complete_cds_|NC_035202.1|Vitis_vinifera
Grapevine_virus_T_isolate_Cho_replicase_(ORF1),_TGB1_(ORF2),_TGB2_(ORF3),_TGB3_(ORF4),_and_CP_(ORF5)_genes,_complete_cds_|NC_035203.1|Vitis_vinifera
Vanilla_latent_virus_isolate_CRV2148ALL,_complete_genome_|NC_035204.1|Vanilla_planifolia
Vanilla_virus_X_isolate_CRV2148POT,_complete_genome_|NC_035205.1|Vanilla_planifolia
Picobirnavirus_dog/KNA/2015_strain_PBV/Dog/KNA/RVC7/2015_RNA-dependent_RNA_polymerase_gene,_complete_cds_|NC_035206.1|Canis_lupus_familiaris
Red_squirrel_adenovirus_1_strain_DE/2013/Sciurus_vulgaris/2013Pa405-00252,_complete_genome_|NC_035207.1|Sciurus_vulgaris
Bovine_papillomavirus_isolate_NY-8385,_complete_genome_|NC_035208.1|Bos_taurus
Garrulus_glandarius_associated_circular_virus_1_strain_GgaCV-1/1,_complete_genome_|NC_035209.1|Garrulus_glandarius
Tinamou_hepatitis_B_virus_isolate_160050,_complete_genome_|NC_035210.1|Eudromia_elegans
Human_fecal_virus_Jorvi4,_complete_genome_|NC_035211.1|Homo_sapiens
Human_fecal_virus_Jorvi2,_complete_genome_|NC_035212.1|Homo_sapiens
Human_fecal_virus_Jorvi3,_complete_genome_|NC_035213.1|Homo_sapiens
Lettuce_necrotic_leaf_curl_virus,_RNA1,_complete_sequence_|NC_035214.1|Lactuca_sativa
Squash_chlorotic_leaf_spot_virus,_RNA2,_complete_sequence_|NC_035215.1|Cucurbita_moschata
Aedes_camptorhynchus_reo-like_virus_strain_mos182CP78499_segment_2,_complete_genome_|NC_035216.1|Ochlerotatus_camptorhynchus
Aedes_camptorhynchus_reo-like_virus_strain_mos182CP78499_segment_4,_complete_genome_|NC_035217.1|Ochlerotatus_camptorhynchus
Motherwort_yellow_mottle_virus,_RNA1,_complete_sequence_|NC_035218.1|Leonurus_cardiaca
Lettuce_necrotic_leaf_curl_virus,_RNA2,_complete_sequence_|NC_035219.1|Lactuca_sativa
Motherwort_yellow_mottle_virus,_RNA2,_complete_sequence_|NC_035220.1|Leonurus_cardiaca
Squash_chlorotic_leaf_spot_virus,_RNA1,_complete_sequence_|NC_035221.1|Cucurbita_moschata
Aedes_camptorhynchus_reo-like_virus_strain_mos182CP78499_segment_1,_complete_genome_|NC_035222.1|Ochlerotatus_camptorhynchus
Aedes_camptorhynchus_reo-like_virus_strain_mos182CP78499_segment_3,_complete_genome_|NC_035223.1|Ochlerotatus_camptorhynchus
Fur_seal_picorna-like_virus_isolate_KGI-Bel-22,_complete_genome_|NC_035110.1|Arctocephalus_gazella
Lake_Sinai_Virus_SA1_ORF1,_RNA-dependent_RNA_polymerase,_and_ORF4_genes,_complete_cds_|NC_035111.1|Apis_mellifera
Lake_Sinai_Virus_SA2_ORF1,_RNA-dependent_RNA_polymerase,_ORF3,_and_ORF4_genes,_complete_cds_|NC_035112.1|Apis_mellifera
Lake_Sinai_Virus_NE_ORF1,_RNA-dependent_RNA_polymerase,_ORF3,_and_ORF4_genes,_complete_cds_|NC_035113.1|Apis_mellifera
Neofusicoccum_luteum_mitovirus_1_isolate_CAP037,_complete_genome_|NC_035114.1|Neofusicoccum_luteum
Apis_dicistrovirus_isolate_AWD-1151_nonstructural_polyprotein_and_structural_polyprotein_genes,_complete_cds_|NC_035115.1|Apis_mellifera
Lake_Sinai_Virus_TO_ORF1,_RNA-dependent_RNA_polymerase,_ORF3,_and_ORF4_genes,_complete_cds_|NC_035116.1|Apis_mellifera
Common_bottlenose_dolphin_gammaherpesvirus_1_strain_Sarasota,_complete_genome_|NC_035117.1|Tursiops_truncatus
Karumba_virus_isolate_KRBV_1892,_complete_genome_|NC_035118.1|Anopheles_meraukensis
Wilkie_partiti-like_virus_2_strain_mosWSCP53020,_complete_genome_|NC_035119.1|
Wilkie_narna-like_virus_2_strain_mosWSCP85442,_complete_genome_|NC_035120.1|
Point-Douro_narna-like_virus_strain_mos172gb29666,_complete_genome_|NC_035121.1|
Wilkie_partiti-like_virus_1_strain_mosWSCP36002,_complete_genome_|NC_035122.1|
Culex_negev-like_virus_2_strain_mos172X30622,_complete_genome_|NC_035123.1|Culex_australicus
Culex_negev-like_virus_1_strain_mosWSX37710,_complete_genome_|NC_035124.1|Culex_australicus
Leshenault_partiti-like_virus_strain_mos182CP80460,_complete_genome_|NC_035125.1|
Wilkie_narna-like_virus_1_strain_mosWSCP70929,_complete_genome_|NC_035126.1|
Olivier's_shrew_virus_1_isolate_Gkd-1,_complete_genome_|NC_035127.1|Crocidura_olivieri
Aedes_camptorhynchus_negev-like_virus_strain_mos191CP47896,_complete_genome_|NC_035128.1|Ochlerotatus_camptorhynchus
Culex_negev-like_virus_3_strain_mos172X44875,_complete_genome_|NC_035129.1|Culex_australicus
Aedes_alboannulatus_toti-like_virus_1_strain_mosWSCP114121,_complete_genome_|NC_035130.1|Ochlerotatus_camptorhynchus
Aedes_camptorhynchus_toti-like_virus_1_strain_mos172CP87493,_complete_genome_|NC_035131.1|Ochlerotatus_camptorhynchus
Culex_rhabdo-like_virus_strain_mosWSB71420,_complete_genome_|NC_035132.1|Culex_quinquefasciatus
Culex_mononega-like_virus_2_strain_mos191gb23464,_complete_genome_|NC_035133.1|Culex_globocoxitus
Cucurbit_vein_banding_virus_isolate_3.1,_complete_genome_|NC_035134.1|Cucurbita_maxima
Torque_teno_Leptonychotes_weddellii_virus-2_isolate_TTLwV-2_gt3_wsp24,_complete_genome_|NC_035135.1|Leptonychotes_weddellii
Torque_teno_Leptonychotes_weddellii_virus-1_isolate_TTLwV-1_gt2_wsp20,_complete_genome_|NC_035136.1|Leptonychotes_weddellii
Bemisia-associated_genomovirus_AdDF,_complete_genome_|NC_035137.1|Bemisia_tabaci
Bemisia-associated_genomovirus_AdO,_complete_genome_|NC_035138.1|Bemisia_tabaci
Bemisia-associated_genomovirus_NfO,_complete_genome_|NC_035139.1|Bemisia_tabaci
Spinach_amalgavirus_1_isolate_SRP059420_fusion_protein_and_putative_coat_protein_genes,_complete_cds_|NC_035070.1|Spinacia_oleracea
Apis_flavivirus_isolate_RI-A_polyprotein_gene,_complete_cds_|NC_035071.1|Apis_mellifera
Avian_paramyxovirus_15_isolate_APMV-15/calidris_fuscicollis/Brazil/RS-1177/2012,_partial_genome_|NC_034968.1|Calidris_fuscicollis
Peach_associated_luteovirus_isolate_Konela,_complete_genome_|NC_034970.1|Prunus_persica
Canine_kobuvirus_isolate_SMCD-59,_complete_genome_|NC_034971.1|Canis_lupus_familiaris
Coronavirus_AcCoV-JC34,_complete_genome_|NC_034972.1|Apodemus_chevrieri
Aphis_glycines_virus_3_isolate_S6-IA,_partial_genome_|NC_034973.1|Aphis_glycines
Mamastrovirus_2_isolate_K321,_complete_genome_|NC_034974.1|Sus_scrofa
California_sea_lion_astrovirus_2_RNA-dependent_RNA_polymerase_gene,_partial_cds;_and_capsid_protein_gene,_complete_cds_|NC_034975.1|Zalophus_californianus
Goat_torovirus_strain_SZ,_complete_genome_|NC_034976.1|Capra_hircus
Duck_associated_cyclovirus_1_strain_DuACyV-1/1,_complete_genome_|NC_034977.1|Anas_platyrhynchos
Torque_teno_indri_virus_1,_complete_genome_|NC_034978.1|Indri_indri
Rose_rosette_virus_strain_SEQISO_segment_RNA5_p5_gene,_complete_cds_|NC_034979.1|Rosa_sp.
Rose_rosette_virus_strain_SEQISO_segment_RNA6_p6a_and_p6b_genes,_complete_cds_|NC_034980.1|Rosa_sp.
Rose_rosette_virus_strain_SEQISO_segment_RNA7_p7_gene,_complete_cds_|NC_034981.1|Rosa_sp.
Grapevine_enamovirus-1_isolate_SE-BR,_partial_genome_|NC_034836.1|Vitis_vinifera
Agave_tequilana_leaf_virus_isolate_agave_azul-Mex1,_complete_genome_|NC_034833.1|Agave_tequilana
Deer_mastadenovirus_B_isolate_1319,_complete_genome_|NC_034834.1|Odocoileus_virginianus
Longan_witches_broom-associated_virus_isolate_Han1,_complete_sequence_|NC_034835.1|Dimocarpus_longan
Harrier_picornavirus_1_strain_harrier/MR-01/HUN/2014,_complete_genome_|NC_034617.1|Circus_aeruginosus
Ranid_herpesvirus_3_isolate_FO1_2015,_complete_genome_|NC_034618.1|Rana_temporaria
Sulfolobus_islandicus_rod-shaped_virus_7,_partial_genome_|NC_034619.1|Sulfolobus_islandicus
Sulfolobus_islandicus_rod-shaped_virus_9,_partial_genome_|NC_034620.1|Sulfolobus_islandicus
Sulfolobus_islandicus_rod-shaped_virus_5,_partial_genome_|NC_034621.1|Sulfolobus_islandicus
Alfalfa_virus_S_isolate_98.3A,_complete_genome_|NC_034622.1|Medicago_sativa
Sulfolobus_islandicus_rod-shaped_virus_8,_partial_genome_|NC_034623.1|Sulfolobus_islandicus
Sulfolobus_islandicus_rod-shaped_virus_11,_partial_genome_|NC_034624.1|Sulfolobus_islandicus
Sulfolobus_islandicus_rod-shaped_virus_10,_partial_genome_|NC_034625.1|Sulfolobus_islandicus
